property,product_id,value
light_count,218093,1
light_count,218095,1
light_count,218096,1
light_count,218097,1
light_count,218133,18
light_count,218134,36
light_count,218135,75
light_count,218136,90
light_count,218137,138
light_count,218138,90
light_count,218139,138
light_count,218140,18
light_count,218141,18
light_count,218142,36
light_count,218143,36
light_count,218144,75
light_count,218145,75
light_count,218146,90
light_count,218147,90
light_count,218148,138
light_count,218149,138
light_count,218150,90
light_count,218151,90
light_count,218152,138
light_count,218153,138
light_count,218154,1
light_count,218155,3
light_count,218156,1
light_count,218157,7
light_count,218158,1
light_count,218159,1
light_count,218294,1
light_count,218414,1
light_count,218415,1
light_count,218416,1
light_count,218417,1
light_count,218418,1
light_count,218419,1
light_count,218420,1
light_count,218436,1
light_count,218437,1
light_count,218482,1
light_count,218483,1
light_count,218485,1
light_count,218581,1
light_count,218582,1
light_count,218583,1
light_count,218593,1
light_count,218607,1
light_count,218608,1
light_count,218610,1
light_count,218640,1
light_count,218641,1
light_count,218642,1
light_count,218643,1
light_count,218644,1
light_count,218698,12
light_count,218699,12
light_count,218700,12
light_count,218701,12
light_count,218702,3
light_count,218703,3
light_count,218734,1
light_count,218735,1
light_count,218738,1
light_count,218739,1
light_count,218810,1
light_count,218811,1
light_count,218812,1
light_count,218813,144
light_count,218814,12
light_count,218815,4
light_count,218816,9
light_count,218817,12
light_count,218818,1
light_count,218831,1
light_count,218832,1
light_count,218833,1
light_count,218834,1
light_count,218835,1
light_count,218836,1
light_count,218837,1
light_count,218838,1
light_count,218839,23
light_count,218840,1
light_count,218841,1
light_count,218842,1
light_count,218844,7
light_count,218845,19
light_count,218846,19
light_count,218847,12
light_count,218848,18
light_count,218849,12
light_count,218850,7
light_count,218851,1
light_count,218852,1
light_count,218853,6
light_count,218854,19
light_count,218855,28
light_count,218856,18
light_count,218857,7
light_count,218858,1
light_count,218859,19
light_count,218860,18
light_count,218861,12
light_count,218862,6
light_count,218863,12
light_count,218883,24
light_count,218892,1
light_count,218932,19
light_count,218961,12
light_count,218973,1
light_count,218974,1
light_count,218975,1
light_count,218976,1
light_count,218977,1
light_count,218978,1
light_count,218979,1
light_count,218980,1
light_count,218981,1
light_count,218982,37
light_count,218983,7
light_count,218984,3
light_count,218985,6
light_count,218986,1
light_count,218987,5
light_count,218988,6
light_count,218989,1
light_count,218990,6
light_count,218991,1
light_count,218992,7
light_count,218993,7
light_count,218994,1
light_count,218995,60
light_count,218996,1
light_count,218997,28
light_count,218998,4
light_count,218999,1
light_count,219000,1
light_count,219001,1
light_count,219002,1
light_count,219003,1
light_count,219004,1
light_count,219005,1
light_count,219006,1
light_count,219007,1
light_count,219008,1
light_count,219009,7
light_count,219010,12
light_count,219011,1
light_count,219012,1
light_count,219013,1
light_count,219014,1
light_count,219015,1
light_count,219016,1
light_count,219017,1
light_count,219018,1
light_count,219019,1
light_count,219054,1024
light_count,219056,4
light_count,219057,2
light_count,219137,1
light_count,219138,1
light_count,219166,1
light_count,219183,880
light_count,219187,75
light_count,219188,75
light_count,219189,18
light_count,219190,75
light_count,219191,18
light_count,219192,18
light_count,219193,138
light_count,219194,27
light_count,219195,138
light_count,219196,42
light_count,219197,138
light_count,219198,276
light_count,219199,276
light_count,219200,84
light_count,219201,276
light_count,219202,1
light_count,219203,90
light_count,219204,1
light_count,219205,90
light_count,219206,1
light_count,219207,1
light_count,219208,90
light_count,219209,1
light_count,219210,36
light_count,219211,1
light_count,219212,18
light_count,219213,1
light_count,219214,1
light_count,219215,36
light_count,219216,36
light_count,219217,18
light_count,219218,18
light_count,219219,1
light_count,219220,1
light_count,219221,7
light_count,219222,1
light_count,219223,91
light_count,219224,2
light_count,219225,7
light_count,219226,7
light_count,219227,19
light_count,219228,91
light_count,219229,5
light_count,219230,20
light_count,219232,91
light_count,219233,19
light_count,219234,61
light_count,219235,61
light_count,219236,14
light_count,219237,19
light_count,219238,61
light_count,219239,37
light_count,219240,37
light_count,219241,37
light_count,219242,9
light_count,219243,4
light_count,219244,9
light_count,219245,1
light_count,219246,1
light_count,219247,1
light_count,219248,1
light_count,219250,1
light_count,219251,1
light_count,219252,1
light_count,219253,1
light_count,219254,1
light_count,219255,7
light_count,219256,7
light_count,219257,1
light_count,219258,1
light_count,219259,1
light_count,219260,1
light_count,219261,1
light_count,219262,19
light_count,219263,1
light_count,219264,1
light_count,219265,220
light_count,219266,324
light_count,219305,1
light_count,219306,1
light_count,219316,1
light_count,219317,1
light_count,219318,1
light_count,219367,1
light_count,219368,1
light_count,219370,1
light_count,219371,1
light_count,219372,1
light_count,219394,1
light_count,219397,1
light_count,219399,1
light_count,219400,1
light_count,219401,1
light_count,219402,1
light_count,219403,1
light_count,219405,1
light_count,219406,1
light_count,219410,1
light_count,219411,1
light_count,219412,1
light_count,219413,1
light_count,219415,1
light_count,219416,1
light_count,219417,1
light_count,219418,1
light_count,219419,1
light_count,219447,1
light_count,219448,1
light_count,219449,1
light_count,219466,1
light_count,219474,1
light_count,219475,19
light_count,219492,1
light_count,219493,19
light_count,219539,18
light_count,219542,28
light_count,219544,4
light_count,219545,7
light_count,219546,7
light_count,219549,4
light_count,219552,1
light_count,219562,1
light_count,219563,1
light_count,219564,1
light_count,219565,12
light_count,219568,28
light_count,219569,7
light_count,221172,1
light_count,221173,1
light_count,221790,3
light_count,221923,1
light_count,221924,3
light_count,221925,10
light_count,221926,10
light_count,221927,10
light_count,222046,1
light_count,222047,1
light_count,222055,18
light_count,222083,1
light_count,222084,90
light_count,223672,1
light_count,223673,1
light_count,223674,1
light_count,223675,7
light_count,223676,7
light_count,223677,1
light_count,223678,1
light_count,223679,1
light_count,223680,6
light_count,223682,18
light_count,223684,1
light_count,223685,1
light_count,223686,1
light_count,223687,1
light_count,223688,1
light_count,223689,1
light_count,223690,19
light_count,223691,14
light_count,223692,80
light_count,223693,40
light_count,224041,1
light_count,224042,1
light_count,224043,1
light_count,224044,1
light_count,224045,1
light_count,224046,1
light_count,224047,1
light_count,224048,1
light_count,224049,1
light_count,224050,1
light_count,224051,1
light_count,224096,1
light_count,224097,1
light_count,224098,1
light_count,224099,1
light_count,224100,1
light_count,224101,1
light_count,224102,1
light_count,224103,1
light_count,224104,1
light_count,224105,1
light_count,224106,1
light_count,225173,10
light_count,225337,1
light_count,225338,1
light_count,225341,1
light_count,225435,2
light_count,225488,160
light_count,225489,320
light_count,225595,16
light_count,226571,30
light_count,226572,7
light_count,226573,19
light_count,226574,7
light_count,226575,3
light_count,226576,7
light_count,226583,408
light_count,226709,1
light_count,226710,1
light_count,226757,1
light_count,226771,1
light_count,226772,1
light_count,226773,1
light_count,226774,1
light_count,226775,1
light_count,226776,1
light_count,226782,1
light_count,226798,1
light_count,226799,1
light_count,226800,1
light_count,226801,1
light_count,226802,1
light_count,226803,1
light_count,226804,1
light_count,226810,1
light_count,226811,1
light_count,226812,1
light_count,226813,1
light_count,226814,1
light_count,226815,1
light_count,226816,1
light_count,226824,1
light_count,226825,1
light_count,226826,1
light_count,226827,1
light_count,226828,1
light_count,226829,1
light_count,226830,1
light_count,226831,1
light_count,226832,1
light_count,226833,1
light_count,227045,12
light_count,228211,298
light_count,228212,12
light_count,228213,125
light_count,230113,1
light_count,230821,84
light_count,231079,1
light_count,231687,16
light_count,231690,5
light_count,231691,1
light_count,231692,1
light_count,231693,1
light_count,231694,1
light_count,231696,1
light_count,231743,6
light_count,231744,1000
light_count,231745,96
light_count,231746,20
light_count,231747,896
light_count,231748,178
light_count,231749,10
light_count,231981,12
light_count,232205,624
light_count,232208,624
light_count,232209,624
light_count,232210,712
light_count,232724,1
light_count,232980,1
light_count,233029,1
light_count,233030,1
light_count,233209,15
light_count,233612,24
light_count,233907,7
light_count,233908,19
light_count,233909,1
light_count,233910,1
light_count,233951,1
light_count,233952,1
light_count,233953,1
light_count,233954,1
light_count,233955,1
light_count,233956,1
light_count,233957,1
light_count,233958,1
light_count,233962,1
light_count,233964,1
light_count,233965,16
light_count,233977,1
light_count,233978,1
light_count,233979,1
light_count,233980,1
light_count,233981,1
light_count,233982,1
light_count,233983,1
light_count,233984,1
light_count,233985,1
light_count,233986,1
light_count,233987,1
light_count,233988,1
light_count,233989,1
light_count,233990,1
light_count,233991,1
light_count,233993,7
light_count,233995,12
light_count,233998,1
light_count,233999,1
light_count,234000,1
light_count,234004,54
light_count,234009,1
light_count,234173,1
light_count,234175,1
light_count,234176,1
light_count,234178,1
light_count,234179,1
light_count,234180,91
light_count,234181,91
light_count,234182,1
light_count,234183,1
light_count,234184,1
light_count,234227,1
light_count,234228,1
light_count,234229,1
light_count,234230,1
light_count,234231,1
light_count,234232,1
light_count,234233,1
light_count,234365,1
light_count,234366,1
light_count,234375,1
light_count,234855,1
light_count,234856,1
light_count,234861,60
light_count,234872,1
light_count,234873,1
light_count,234959,60
light_count,234960,60
light_count,235005,1
light_count,235047,12
light_count,235048,744
light_count,235107,1
light_count,235224,1
light_count,235356,1
light_count,236328,16
light_count,236685,1
light_count,236981,1
light_count,236982,1
light_count,237607,1
light_count,237608,1
light_count,237609,1
light_count,237610,1
light_count,237611,1
light_count,237612,1
light_count,237614,1
light_count,237615,1
light_count,237616,1
light_count,237617,1
light_count,237666,24
light_count,237672,44
light_count,237894,1
light_count,238600,37
light_count,238948,1
light_count,238949,1
light_count,238950,1
light_count,238951,1
light_count,239123,3
light_count,239251,1
light_count,239757,1
light_count,239758,7
light_count,239942,1
light_count,240527,1
light_count,240528,1
light_count,240820,19
light_count,240825,91
light_count,241275,7
light_count,241292,1
light_count,241293,1
light_count,241294,1
light_count,241295,35
light_count,241296,1
light_count,241297,7
light_count,241298,42
light_count,241529,1
light_count,243913,4
light_count,243975,1
light_count,243976,1
light_count,243978,1
light_count,243980,1
light_count,244023,37
light_count,244446,19
light_count,244539,1
light_count,244540,1
light_count,244541,1
light_count,244544,1
light_count,244545,1
light_count,244546,1
light_count,244547,1
light_count,244548,1
light_count,244549,1
light_count,244550,1
light_count,244811,19
light_count,244812,43
light_count,244813,7
light_count,244814,19
light_count,244815,19
light_count,244816,19
light_count,244817,19
light_count,244818,1
light_count,244819,1440
light_count,244998,2
light_count,245255,2
light_count,245380,1
light_count,246525,288
light_count,246526,18
light_count,246527,25
light_count,246528,6
light_count,246531,15
light_count,246532,24
light_count,246533,48
light_count,246534,15
light_count,246535,18
light_count,246536,16
light_count,246537,9
light_count,246538,18
light_count,246539,24
light_count,246540,85
light_count,246541,5
light_count,246542,36
light_count,246543,24
light_count,246544,1
light_count,246545,24
light_count,246547,1
light_count,246549,1
light_count,246550,60
light_count,246551,109
light_count,246553,12
light_count,246554,1
light_count,246555,1
light_count,246556,1
light_count,246557,1
light_count,246558,1
light_count,246559,8
light_count,246609,72
light_count,246610,7
light_count,246611,1
light_count,246612,1
light_count,246613,1
light_count,246614,1
light_count,246615,1
light_count,246616,1
light_count,246617,7
light_count,246618,7
light_count,246619,7
light_count,246620,7
light_count,246621,1
light_count,246623,1
light_count,246624,1
light_count,246625,1
light_count,246626,7
light_count,246627,1
light_count,246628,7
light_count,246629,1
light_count,252619,1
light_count,252635,1
light_count,252637,1
light_count,252638,1
light_count,252655,1
light_count,252696,1
light_count,252697,7
light_count,252698,1
light_count,252700,200
light_count,252701,1
light_count,252726,1
light_count,256930,1
light_count,256952,350
light_count,257024,1
light_count,257025,1
light_count,257026,19
light_count,257178,1
light_count,257213,9
light_count,257307,19
light_count,260622,1
light_count,260623,96
light_count,260664,91
light_count,260665,1
light_count,260842,1
light_count,260844,1
light_count,260847,1
light_count,260852,1
light_count,260853,1
light_count,260854,18
light_count,260889,1
light_count,260890,7
light_count,260891,16
light_count,260892,1
light_count,260893,1
light_count,260894,1
light_count,260895,1
light_count,260918,350
light_count,260924,350
light_count,260925,7
light_count,260929,1
light_count,260930,24
light_count,260933,18
light_count,260934,24
light_count,260935,48
light_count,260936,1
light_count,260937,44
light_count,260938,48
light_count,260941,18
light_count,260946,7
light_count,260947,1
light_count,260949,7
light_count,260950,18
light_count,260952,7
light_count,260953,1
light_count,260955,1
light_count,260956,91
light_count,260959,192
light_count,260960,1
light_count,260962,1
light_count,260963,180
light_count,260964,1
light_count,260965,97
light_count,260966,1
light_count,260967,7
light_count,260968,1
light_count,260969,6
light_count,260970,1
light_count,260971,51
light_count,260972,1
light_count,260973,576
light_count,260974,1
light_count,260975,576
light_count,260977,1
light_count,260981,1
light_count,260984,1
light_count,260986,1
light_count,260987,1
light_count,260989,1
light_count,260990,4
light_count,260991,25
light_count,260993,7
light_count,260994,1
light_count,260996,1
light_count,260997,1
light_count,260999,1
light_count,261006,2000
light_count,261007,1
light_count,261009,18
light_count,261010,864
light_count,261011,432
light_count,261012,1
light_count,261015,7
light_count,261016,5
light_count,261017,1
light_count,261018,1
light_count,267978,144
light_count,267979,64
light_count,268084,1
light_count,268085,1
light_count,272773,1
light_count,272790,1
light_count,272791,1
light_count,272792,1
light_count,272926,1
